item_id;item;defom;exsz;schpl;x_mm;y_mm;z_mm;pzxsc;kgxsc;x_sc_mm;y_sc_mm;z_sc_mm;scxfrd;frdxplt;x_frd_mm;y_frd_mm;z_frd_mm;kgxfrd;cdsup;scxpl;z_cub_mm;x_pal_mm;y_pal_mm;kgxplt;z_pal_mm
10e1f46d75 N 035;10e1f46d75;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;W;35;599;870;123;1167,25;141
35f3613fd2 S 015;35f3613fd2;60X120 SP;1;S 015;600;1200;20;1;33,35;600;1200;20;3;5;600;1200;69;100,05;A;15;339;630;1230;500,25;161
35f3613fd2 N 035;35f3613fd2;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;W;35;599;870;123;1167,25;141
84721932af S 015;84721932af;60X120 SP;1;S 015;600;1200;20;1;33,35;600;1200;20;3;5;600;1200;69;100,05;A;15;339;630;1230;500,25;161
84721932af N 035;84721932af;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;W;35;599;870;123;1167,25;141
d94c581fe9 E 025;d94c581fe9;75X150;1;E 025;750;1500;9;1;23,68;750;1500;9;0;inf;750;1500;0;0;9;25;-134;800;1200;592;134
d94c581fe9 N 035;d94c581fe9;75X150;1;N 035;750;1500;9;1;23,68;750;1500;9;5;7;750;1500;51,75;118,4;D;35;380;775;1520;828,8;170
d94c581fe9 S 025;d94c581fe9;75X150;1;S 025;750;1500;9;1;23,68;750;1500;9;5;5;750;1500;51,75;118,4;D;25;231;775;1520;592;170
92930a115e E 025;92930a115e;75X150;1;E 025;750;1500;9;1;22,3;750;1500;9;0;inf;750;1500;0;0;9;25;-134;800;1200;557,5;134
92930a115e N 035;92930a115e;75X150;1;N 035;750;1500;9;1;22,3;750;1500;9;5;7;750;1500;51,75;111,5;D;35;380;775;1520;780,5;170
92930a115e S 025;92930a115e;75X150;1;S 025;750;1500;9;1;22,3;750;1500;9;5;5;750;1500;51,75;111,5;D;25;231;775;1520;557,5;170
c38bd8dd92 N 036;c38bd8dd92;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
c38bd8dd92 S 036;c38bd8dd92;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
a4728694df N 036;a4728694df;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
a4728694df S 036;a4728694df;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
23f42b2fc8 N 036;23f42b2fc8;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
23f42b2fc8 S 036;23f42b2fc8;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
9ccd7bda7b N 036;9ccd7bda7b;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
9ccd7bda7b S 036;9ccd7bda7b;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
9ece4106fa S 040;9ece4106fa;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
8f13cb01a1 S 040;8f13cb01a1;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
fa8b37a78c S 040;fa8b37a78c;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
548675f0aa S 040;548675f0aa;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
e1e8c58d60 S 030;e1e8c58d60;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;416;800;1200;990;134
dd88cb7b27 S 040;dd88cb7b27;60X60;0;S 040;600;600;9;3;24,74;600;600;27;4;10;600;600;124,2;98,96;F;40;596;800;1200;989,6;134
b919728d46 S 048;b919728d46;40X80;0;S 048;400;800;10;4;21,2;400;800;40;4;12;400;800;184;84,8;U;48;819;800;1200;1017,6;132
3c8246dace N 044;3c8246dace;30X30;0;N 044;300;300;10;12;24,32;300;300;120;0;inf;300;300;0;0;9;44;-134;800;1200;1070,08;134
3c8246dace S 044;3c8246dace;30X30;0;S 044;300;300;10;12;24,32;300;300;120;2;22;300;300;276;48,64;F;44;611;800;1200;1070,08;134
1cdaad5dec N 044;1cdaad5dec;30X30;0;N 044;300;300;10;12;24,32;300;300;120;0;inf;300;300;0;0;9;44;-134;800;1200;1070,08;134
1cdaad5dec S 044;1cdaad5dec;30X30;0;S 044;300;300;10;12;24,32;300;300;120;2;22;300;300;276;48,64;F;44;611;800;1200;1070,08;134
f10bc84d3f N 035;f10bc84d3f;75X150;1;N 035;750;1500;9;1;22,65;750;1500;9;5;7;750;1500;51,75;113,25;D;35;380;775;1520;792,75;170
f10bc84d3f S 025;f10bc84d3f;75X150;1;S 025;750;1500;9;1;22,65;750;1500;9;5;5;750;1500;51,75;113,25;D;25;231;775;1520;566,25;170
112147045c S 048;112147045c;40X80;0;S 048;400;800;10;4;21,2;400;800;40;4;12;400;800;184;84,8;U;48;819;800;1200;1017,6;132
fb5bf3362e S 048;fb5bf3362e;40X80;0;S 048;400;800;10;4;21,2;400;800;40;4;12;400;800;184;84,8;U;48;819;800;1200;1017,6;132
5da4ad210e S 048;5da4ad210e;40X80;0;S 048;400;800;10;4;20,5;400;800;40;4;12;400;800;184;82;U;48;808;800;1200;984;132
6376259d17 N 044;6376259d17;30X30 SP;0;N 044;300;300;20;6;24;300;300;120;0;inf;300;300;0;0;9;44;-134;800;1200;1056;134
6376259d17 S 044;6376259d17;30X30 SP;0;S 044;300;300;20;6;24;300;300;120;2;22;300;300;276;48;F;44;611;800;1200;1056;134
e4e73379cb S 048;e4e73379cb;40X80;0;S 048;400;800;10;4;21,2;400;800;40;4;12;400;800;184;84,8;U;48;808;800;1200;1017,6;132
3f8efc4061 S 048;3f8efc4061;40X80;0;S 048;400;800;10;4;21,2;400;800;40;4;12;400;800;184;84,8;U;48;808;800;1200;1017,6;132
3d5a6ed9cf E 025;3d5a6ed9cf;75X150;0;E 025;750;1500;9;1;23,68;750;1500;9;0;inf;750;1500;0;0;9;25;-134;800;1200;592;134
3d5a6ed9cf N 035;3d5a6ed9cf;75X150;0;N 035;750;1500;9;1;23,68;750;1500;9;5;7;750;1500;51,75;118,4;D;35;380;775;1520;828,8;170
3d5a6ed9cf S 025;3d5a6ed9cf;75X150;0;S 025;750;1500;9;1;23,68;750;1500;9;5;5;750;1500;51,75;118,4;D;25;231;775;1520;592;170
f2e67f6060 S 042;f2e67f6060;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
596e6743ea N 036;596e6743ea;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
596e6743ea S 036;596e6743ea;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
463730353d N 040;463730353d;60X60;0;N 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
463730353d S 040;463730353d;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
47ead74692 N 040;47ead74692;60X60;0;N 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
47ead74692 S 040;47ead74692;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
126e34ee33 S 040;126e34ee33;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
0b200eac6c N 040;0b200eac6c;60X60;0;N 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
0b200eac6c S 040;0b200eac6c;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
b0c2de0835 N 040;b0c2de0835;60X60;0;N 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
b0c2de0835 S 040;b0c2de0835;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
7fbe56f746 N 040;7fbe56f746;60X60;0;N 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
7fbe56f746 S 040;7fbe56f746;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
670cacb60a N 040;670cacb60a;60X60;0;N 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
670cacb60a S 040;670cacb60a;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
be68218518 N 040;be68218518;60X60;0;N 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
be68218518 S 040;be68218518;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
315d9f5319 S 040;315d9f5319;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
4d80985527 N 040;4d80985527;60X60;0;N 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
4d80985527 S 040;4d80985527;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
76d51884e7 N 040;76d51884e7;30X60;0;N 040;300;600;9;6;21,6;300;600;54;2;20;300;600;124,2;43,2;F;40;601;800;1200;864;134
76d51884e7 S 040;76d51884e7;30X60;0;S 040;300;600;9;6;21,6;300;600;54;2;20;300;600;124,2;43,2;F;40;601;800;1200;864;134
88f50a0d2b S 040;88f50a0d2b;30X60;0;S 040;300;600;9;6;21,6;300;600;54;2;20;300;600;124,2;43,2;F;40;601;800;1200;864;134
a8bb82728b N 040;a8bb82728b;30X60;0;N 040;300;600;9;6;21,6;300;600;54;2;20;300;600;124,2;43,2;F;40;601;800;1200;864;134
a8bb82728b S 040;a8bb82728b;30X60;0;S 040;300;600;9;6;21,6;300;600;54;2;20;300;600;124,2;43,2;F;40;601;800;1200;864;134
734a27f550 N 040;734a27f550;30X60;0;N 040;300;600;9;6;21,6;300;600;54;2;20;300;600;124,2;43,2;F;40;601;800;1200;864;134
734a27f550 S 040;734a27f550;30X60;0;S 040;300;600;9;6;21,6;300;600;54;2;20;300;600;124,2;43,2;F;40;601;800;1200;864;134
bc4714145d N 020;bc4714145d;120X120;1;N 020;1200;1200;9;2;58;1200;1200;18;0;inf;1200;1200;0;0;9;20;-134;800;1200;1160;134
bc4714145d S 020;bc4714145d;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
347c8e9f47 E 025;347c8e9f47;75X150;1;E 025;750;1500;9;1;23,68;750;1500;9;0;inf;750;1500;0;0;9;25;-134;800;1200;592;134
347c8e9f47 N 035;347c8e9f47;75X150;1;N 035;750;1500;9;1;23,68;750;1500;9;5;7;750;1500;51,75;118,4;D;35;380;775;1520;828,8;170
347c8e9f47 S 025;347c8e9f47;75X150;1;S 025;750;1500;9;1;23,68;750;1500;9;5;5;750;1500;51,75;118,4;D;25;231;775;1520;592;170
0ba865616a E 025;0ba865616a;75X150;1;E 025;750;1500;9;1;23,68;750;1500;9;0;inf;750;1500;0;0;9;25;-134;800;1200;592;134
0ba865616a N 035;0ba865616a;75X150;1;N 035;750;1500;9;1;23,68;750;1500;9;5;7;750;1500;51,75;118,4;D;35;380;775;1520;828,8;170
0ba865616a S 025;0ba865616a;75X150;1;S 025;750;1500;9;1;23,68;750;1500;9;5;5;750;1500;51,75;118,4;D;25;231;775;1520;592;170
2f50bb96df E 025;2f50bb96df;75X150;1;E 025;750;1500;9;1;23,68;750;1500;9;0;inf;750;1500;0;0;9;25;-134;800;1200;592;134
2f50bb96df N 035;2f50bb96df;75X150;1;N 035;750;1500;9;1;23,68;750;1500;9;5;7;750;1500;51,75;118,4;D;35;380;775;1520;828,8;170
2f50bb96df S 025;2f50bb96df;75X150;1;S 025;750;1500;9;1;23,68;750;1500;9;5;5;750;1500;51,75;118,4;D;25;231;775;1520;592;170
f085df96b3 E 025;f085df96b3;75X150;1;E 025;750;1500;9;1;23,68;750;1500;9;0;inf;750;1500;0;0;9;25;-134;800;1200;592;134
f085df96b3 N 035;f085df96b3;75X150;1;N 035;750;1500;9;1;23,68;750;1500;9;5;7;750;1500;51,75;118,4;D;35;380;775;1520;828,8;170
f085df96b3 S 025;f085df96b3;75X150;1;S 025;750;1500;9;1;23,68;750;1500;9;5;5;750;1500;51,75;118,4;D;25;231;775;1520;592;170
01d93c7cce E 025;01d93c7cce;75X150;1;E 025;750;1500;9;1;23,68;750;1500;9;0;inf;750;1500;0;0;9;25;-134;800;1200;592;134
01d93c7cce N 035;01d93c7cce;75X150;1;N 035;750;1500;9;1;23,68;750;1500;9;5;7;750;1500;51,75;118,4;D;35;380;775;1520;828,8;170
01d93c7cce S 025;01d93c7cce;75X150;1;S 025;750;1500;9;1;23,68;750;1500;9;5;5;750;1500;51,75;118,4;D;25;231;775;1520;592;170
719e70dff9 N 042;719e70dff9;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
719e70dff9 S 042;719e70dff9;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
3e694751c2 N 042;3e694751c2;75X75;0;N 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
3e694751c2 S 042;3e694751c2;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
3ed8b7d34f N 042;3ed8b7d34f;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
3ed8b7d34f S 042;3ed8b7d34f;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
ecc9e9a20f N 042;ecc9e9a20f;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
ecc9e9a20f S 042;ecc9e9a20f;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
61c7388f6e N 042;61c7388f6e;75X75;0;N 042;750;750;9;2;23,68;750;750;18;0;inf;750;750;0;0;9;42;-134;800;1200;994,56;134
61c7388f6e S 042;61c7388f6e;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
2985d18756 N 036;2985d18756;45X90;0;N 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
2985d18756 S 036;2985d18756;45X90;0;S 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
87e9bb539f N 036;87e9bb539f;45X90;0;N 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
87e9bb539f S 036;87e9bb539f;45X90;0;S 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
6a688f5bce N 036;6a688f5bce;45X90;0;N 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
6a688f5bce S 036;6a688f5bce;45X90;0;S 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
54dbe6a0cf N 036;54dbe6a0cf;45X90;0;N 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
54dbe6a0cf S 036;54dbe6a0cf;45X90;0;S 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
33280ca5ce S 040;33280ca5ce;60X60;0;S 040;600;600;9;3;22,5;600;600;27;4;10;600;600;124,2;90;F;40;596;800;1200;900;134
8470e8e09f N 040;8470e8e09f;60X60;0;N 040;600;600;9;3;20,61;600;600;27;4;10;600;600;124,2;82,44;F;40;596;800;1200;824,4;134
8470e8e09f S 040;8470e8e09f;60X60;0;S 040;600;600;9;3;20,61;600;600;27;4;10;600;600;124,2;82,44;F;40;596;800;1200;824,4;134
7b42124f6e S 040;7b42124f6e;60X60;0;S 040;600;600;9;3;22,5;600;600;27;4;10;600;600;124,2;90;F;40;596;800;1200;900;134
cf7e3231aa N 040;cf7e3231aa;60X60;0;N 040;600;600;9;3;21,5;600;600;27;4;10;600;600;124,2;86;F;40;596;800;1200;860;134
cf7e3231aa S 040;cf7e3231aa;60X60;0;S 040;600;600;9;3;21,5;600;600;27;4;10;600;600;124,2;86;F;40;596;800;1200;860;134
9d30aaab97 N 040;9d30aaab97;60X60;0;N 040;600;600;9;3;22,5;600;600;27;4;10;600;600;124,2;90;F;40;596;800;1200;900;134
