item_id;item;defom;exsz;schpl;x_mm;y_mm;z_mm;pzxsc;kgxsc;x_sc_mm;y_sc_mm;z_sc_mm;scxfrd;frdxplt;x_frd_mm;y_frd_mm;z_frd_mm;kgxfrd;cdsup;scxpl;z_cub_mm;x_pal_mm;y_pal_mm;kgxplt;z_pal_mm
f2de0ccf97 S 040;f2de0ccf97;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
69953bdcc6 N 040;69953bdcc6;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
69953bdcc6 S 040;69953bdcc6;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
27a6ee460a N 027;27a6ee460a;45X90 SP;0;N 027;450;900;20;2;37;450;900;40;0;inf;450;900;0;0;9;27;-134;800;1200;999;134
27a6ee460a S 027;27a6ee460a;45X90 SP;0;S 027;450;900;20;2;37;450;900;40;2;13,5;450;900;92;74;B;27;517;1010;1200;999;134
2ee3eb74c9 N 027;2ee3eb74c9;45X90 SP;0;N 027;450;900;20;2;35;450;900;40;0;inf;450;900;0;0;9;27;-134;800;1200;945;134
2ee3eb74c9 S 027;2ee3eb74c9;45X90 SP;0;S 027;450;900;20;2;35;450;900;40;2;13,5;450;900;92;70;B;27;517;1010;1200;945;134
592d959024 N 027;592d959024;45X90 SP;0;N 027;450;900;20;2;37;450;900;40;0;inf;450;900;0;0;9;27;-134;800;1200;999;134
592d959024 S 027;592d959024;45X90 SP;0;S 027;450;900;20;2;37;450;900;40;2;13,5;450;900;92;74;B;27;517;1010;1200;999;134
45106f9a1e S 054;45106f9a1e;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
be4fa39b97 S 054;be4fa39b97;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
55587470d3 S 054;55587470d3;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
1cef80b448 S 054;1cef80b448;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
d8c8527a94 S 054;d8c8527a94;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
6dc5d7d3ae S 054;6dc5d7d3ae;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
293acf7f13 S 015;293acf7f13;60X120 SP;1;S 015;600;1200;20;1;33,35;600;1200;20;3;5;600;1200;69;100,05;A;15;339;630;1230;500,25;161
293acf7f13 N 035;293acf7f13;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
7e0db4b3d3 S 015;7e0db4b3d3;60X120 SP;1;S 015;600;1200;20;1;33,35;600;1200;20;3;5;600;1200;69;100,05;A;15;339;630;1230;500,25;161
7e0db4b3d3 N 035;7e0db4b3d3;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
b411dc5b84 S 015;b411dc5b84;60X120 SP;1;S 015;600;1200;20;1;33,35;600;1200;20;3;5;600;1200;69;100,05;A;15;339;630;1230;500,25;161
b411dc5b84 N 035;b411dc5b84;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
ae845dac89 S 015;ae845dac89;60X120 SP;1;S 015;600;1200;20;1;33,35;600;1200;20;3;5;600;1200;69;100,05;A;15;339;630;1230;500,25;161
ae845dac89 N 035;ae845dac89;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
78418e83f6 S 030;78418e83f6;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
93c48dfa85 S 030;93c48dfa85;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
750ac200aa S 030;750ac200aa;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
9e59d043bd S 030;9e59d043bd;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
3a99bdd353 N 036;3a99bdd353;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
3a99bdd353 S 036;3a99bdd353;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
ce429c627f E 056;ce429c627f;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
ce429c627f N 042;ce429c627f;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
ce429c627f S 056;ce429c627f;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
a99946b64d E 056;a99946b64d;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
a99946b64d N 042;a99946b64d;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
a99946b64d S 056;a99946b64d;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
24ded12e5b E 056;24ded12e5b;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
24ded12e5b N 042;24ded12e5b;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
24ded12e5b S 056;24ded12e5b;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
996a9ec354 E 056;996a9ec354;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
996a9ec354 N 042;996a9ec354;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
996a9ec354 S 056;996a9ec354;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
57dfe88687 E 056;57dfe88687;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
57dfe88687 N 042;57dfe88687;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
57dfe88687 S 056;57dfe88687;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
06bc3c9fe3 E 056;06bc3c9fe3;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
06bc3c9fe3 N 042;06bc3c9fe3;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
06bc3c9fe3 S 056;06bc3c9fe3;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
dcbf2df5df E 056;dcbf2df5df;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
dcbf2df5df N 042;dcbf2df5df;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
dcbf2df5df S 056;dcbf2df5df;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
4ede6ddcc9 E 056;4ede6ddcc9;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
4ede6ddcc9 N 042;4ede6ddcc9;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
4ede6ddcc9 S 056;4ede6ddcc9;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
979de37885 E 056;979de37885;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
979de37885 N 042;979de37885;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
979de37885 S 056;979de37885;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
2016970cdb E 056;2016970cdb;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
2016970cdb N 042;2016970cdb;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
2016970cdb S 056;2016970cdb;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
a04c40a728 E 056;a04c40a728;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
a04c40a728 N 042;a04c40a728;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
a04c40a728 S 056;a04c40a728;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
609c88d138 E 056;609c88d138;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
609c88d138 N 042;609c88d138;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
609c88d138 S 056;609c88d138;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
aedcb430a6 E 056;aedcb430a6;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
aedcb430a6 N 042;aedcb430a6;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
aedcb430a6 S 056;aedcb430a6;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
5ebbc98d47 E 056;5ebbc98d47;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
5ebbc98d47 N 042;5ebbc98d47;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
5ebbc98d47 S 056;5ebbc98d47;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
d39ce816f4 E 056;d39ce816f4;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
d39ce816f4 N 042;d39ce816f4;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
d39ce816f4 S 056;d39ce816f4;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
c9ae0216ec E 056;c9ae0216ec;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
c9ae0216ec N 042;c9ae0216ec;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
c9ae0216ec S 056;c9ae0216ec;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
4fff53c202 E 056;4fff53c202;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
4fff53c202 N 042;4fff53c202;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
4fff53c202 S 056;4fff53c202;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
ade8786704 E 056;ade8786704;20X20;0;E 056;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;9;56;-134;800;1200;1338,4;134
ade8786704 N 042;ade8786704;20X20;0;N 042;200;200;9;30;23,9;200;200;270;0;inf;200;200;0;0;F;42;667;800;1200;1003,8;134
ade8786704 S 056;ade8786704;20X20;0;S 056;200;200;9;30;23,9;200;200;270;1;56;200;200;310,5;23,9;F;56;806;800;1200;1338,4;134
0f62492bf9 S 040;0f62492bf9;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
7041f33504 S 040;7041f33504;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
051aa62116 S 040;051aa62116;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
cd4cbd0de2 S 040;cd4cbd0de2;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
44c91cb894 S 040;44c91cb894;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
bd2c36ca5a S 040;bd2c36ca5a;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
db4d6010aa S 040;db4d6010aa;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
7dd7ba3e6b S 040;7dd7ba3e6b;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
067993910b S 040;067993910b;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
d8b0fa0e81 S 040;d8b0fa0e81;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
e8e2b69830 S 040;e8e2b69830;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
8f861b3d56 S 040;8f861b3d56;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
f3ead68163 S 040;f3ead68163;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
f421c17d48 S 040;f421c17d48;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
e1e1e86265 S 040;e1e1e86265;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
14c625264f S 040;14c625264f;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
21e37a0ded S 040;21e37a0ded;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
0104ac4fff S 040;0104ac4fff;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
0f95ba49aa S 040;0f95ba49aa;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
2f63dbcc9a S 040;2f63dbcc9a;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
9e8f96ebd7 S 040;9e8f96ebd7;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
0a0a38c160 S 040;0a0a38c160;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
c38f10f611 S 040;c38f10f611;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
c1a2094aee S 040;c1a2094aee;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
fb303829f8 S 040;fb303829f8;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
54231178f2 S 040;54231178f2;60X60;0;S 040;600;600;9;3;21,23;600;600;27;4;10;600;600;124,2;84,92;F;40;596;800;1200;849,2;134
7662eb36fd S 042;7662eb36fd;30.5X91.5;0;S 042;305;915;8,5;5;22,5;305;915;42,5;2;21;305;915;97,75;45;B;42;606;1010;1200;945;134
179ba74ea2 N 020;179ba74ea2;120X120 SP;0;N 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;472;1230;1430;1353,2;149
179ba74ea2 S 020;179ba74ea2;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
0f47eb5d3c N 036;0f47eb5d3c;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
0f47eb5d3c S 036;0f47eb5d3c;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
8860fbc83c N 044;8860fbc83c;30X30;0;N 044;300;300;9;12;21,36;300;300;108;0;inf;300;300;0;0;9;44;-134;800;1200;939,84;134
8860fbc83c S 044;8860fbc83c;30X30;0;S 044;300;300;9;12;21,36;300;300;108;2;22;300;300;248,4;42,72;F;44;611;800;1200;939,84;134
a8b9c5bad5 S 030;a8b9c5bad5;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
ec8bbeef61 S 030;ec8bbeef61;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
ed5f1f216a S 030;ed5f1f216a;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
097c5ce642 S 030;097c5ce642;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
0fbcbad4ca N 036;0fbcbad4ca;45X90;0;N 036;450;900;9;3;24,5;450;900;27;4;9;450;900;124,2;98;B;36;446;1010;1200;882;134
0fbcbad4ca S 036;0fbcbad4ca;45X90;0;S 036;450;900;9;3;24,5;450;900;27;4;9;450;900;124,2;98;B;36;446;1010;1200;882;134
339b8b3463 N 999;339b8b3463;18.5X150;0;N 999;185;1500;9,5;4;23,68;185;1500;38;0;inf;185;1500;0;0;9;999;-134;800;1200;23656,32;134
339b8b3463 S 040;339b8b3463;18.5X150;0;S 040;185;1500;9,5;4;23,68;185;1500;38;5;8;185;1500;218,5;118,4;D;40;390;775;1520;947,2;170
9303745083 N 999;9303745083;18.5X150;0;N 999;185;1500;9,5;4;23,68;185;1500;38;0;inf;185;1500;0;0;9;999;-134;800;1200;23656,32;134
9303745083 S 040;9303745083;18.5X150;0;S 040;185;1500;9,5;4;23,68;185;1500;38;5;8;185;1500;218,5;118,4;D;40;390;775;1520;947,2;170
13547d60bf N 040;13547d60bf;18.5X150;1;N 040;185;1500;9,5;4;23,68;185;1500;38;0;inf;185;1500;0;0;9;40;-134;800;1200;947,2;134
13547d60bf S 040;13547d60bf;18.5X150;1;S 040;185;1500;9,5;4;23,68;185;1500;38;5;8;185;1500;218,5;118,4;D;40;390;775;1520;947,2;170
2e6ba0100c S 040;2e6ba0100c;30X60;0;S 040;300;600;11;6;26,1;300;600;66;2;20;300;600;151,8;52,2;F;40;601;800;1200;1044;134
32d1770c63 S 048;32d1770c63;30X30;0;S 048;300;300;11;10;21,7;300;300;110;0;inf;300;300;0;0;F;48;606;800;1200;1041,6;134
3eb4fc1319 S 048;3eb4fc1319;30X30;0;S 048;300;300;11;10;21,7;300;300;110;0;inf;300;300;0;0;F;48;606;800;1200;1041,6;134
c58614f711 S 042;c58614f711;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
cda5721131 S 042;cda5721131;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
cdbe788ea4 S 042;cdbe788ea4;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
927960e18c S 042;927960e18c;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
be976f44ec S 042;be976f44ec;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
7c715ccc80 S 042;7c715ccc80;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
28d8e7131b S 042;28d8e7131b;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
8f797bf7a3 S 042;8f797bf7a3;75X75;0;S 042;750;750;9;2;23,68;750;750;18;7;6;750;750;144,9;165,76;F;42;746;800;1200;994,56;134
47975d8eec N 035;47975d8eec;75X150;1;N 035;750;1500;9;1;22;750;1500;9;5;7;750;1500;51,75;110;D;35;380;775;1520;770;170
e7eb42a6c6 N 035;e7eb42a6c6;75X150;1;N 035;750;1500;9;1;22;750;1500;9;5;7;750;1500;51,75;110;D;35;380;775;1520;770;170
329cc6b6a4 N 035;329cc6b6a4;75X150;1;N 035;750;1500;9;1;22;750;1500;9;5;7;750;1500;51,75;110;D;35;380;775;1520;770;170
d08dbade15 N 035;d08dbade15;75X150;1;N 035;750;1500;9;1;22;750;1500;9;5;7;750;1500;51,75;110;D;35;380;775;1520;770;170
460b20f226 N 035;460b20f226;75X150;1;N 035;750;1500;9;1;23,68;750;1500;9;5;7;750;1500;51,75;118,4;D;35;380;775;1520;828,8;170
bb40fa2d0c N 040;bb40fa2d0c;30X60;0;N 040;300;600;9;7;24,85;300;600;63;0;inf;300;600;0;0;9;40;-134;800;1200;994;134
bb40fa2d0c S 040;bb40fa2d0c;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
db219f2a10 S 054;db219f2a10;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
5fb3b736e0 S 054;5fb3b736e0;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
5e08f90002 S 054;5e08f90002;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
8b4b31800b S 054;8b4b31800b;40X80;0;S 054;400;800;8,5;4;19;400;800;34;3;18;400;800;117,3;57;U;54;819;800;1200;1026;132
0f961446d7 S 040;0f961446d7;60X60;0;S 040;600;600;9;3;24,34;600;600;27;4;10;600;600;124,2;97,36;F;40;596;800;1200;973,6;134
4ffae05586 N 040;4ffae05586;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
4ffae05586 S 040;4ffae05586;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
2b06ccbf78 S 044;2b06ccbf78;30X30;0;S 044;300;300;9;12;24,32;300;300;108;2;22;300;300;248,4;48,64;F;44;611;800;1200;1070,08;134
4727ff0a0f S 040;4727ff0a0f;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
ffa8700219 N 040;ffa8700219;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
ffa8700219 S 040;ffa8700219;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
11bb1eac07 S 044;11bb1eac07;30X30;0;S 044;300;300;9;12;24,32;300;300;108;2;22;300;300;248,4;48,64;F;44;611;800;1200;1070,08;134
5e07dc3ceb S 042;5e07dc3ceb;75X75;0;S 042;750;750;9,5;2;25;750;750;19;7;6;750;750;152,95;175;F;42;751;800;1200;1050;134
1e658e9243 S 036;1e658e9243;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
9602a84fb4 N 036;9602a84fb4;45X90;0;N 036;450;900;9;3;24,6;450;900;27;0;inf;450;900;0;0;9;36;-134;800;1200;885,6;134
9602a84fb4 S 036;9602a84fb4;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
6420105b87 S 036;6420105b87;45X90;0;S 036;450;900;9;3;25,95;450;900;27;4;9;450;900;124,2;103,8;B;36;446;1010;1200;934,2;134
90107469bb S 020;90107469bb;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
2e6e97a3f3 S 020;2e6e97a3f3;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
3e5890dae3 S 020;3e5890dae3;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
596fd9de8f S 020;596fd9de8f;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
e097c8b3fa S 020;e097c8b3fa;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
0fe41e1bf7 S 020;0fe41e1bf7;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
fe0a581ad1 S 020;fe0a581ad1;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
7a1814276b S 020;7a1814276b;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
c5eea26815 S 020;c5eea26815;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
8f4e6ac46f S 020;8f4e6ac46f;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;472;1230;1430;1160;149
